ID,GeneID,geneSymbol,chr,strand,exonStart_0base,exonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,ID,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,Event_Type
1448,ENSMUSG00000099481.6,Xndc1,chr7,+,102071186,102071361,102071218,102071361,102065592,102065942,1448,"3,0,1","0,1,0","0,0,3","3,2,0",131,99,0.000211901,0.03297704,"1.0,0.0,1.0","0.0,0.0,1.0",0.333,A3SS
1883,ENSMUSG00000030035.14,Wbp1,chr6,-,83120184,83120876,83120184,83120287,83121202,83121559,1883,"35,39,26","0,0,0","52,46,44","0,2,6",688,99,1.86E-05,0.008238517,"1.0,1.0,1.0","1.0,0.768,0.513",0.24,A3SS
2122,ENSMUSG00000023191.9,P3h3,chr6,-,124850917,124850985,124850917,124850983,124851078,124851131,2122,"9,10,11","3,2,3","14,11,13","0,1,0",101,99,0.000131585,0.026534468,"0.746,0.831,0.782","1.0,0.915,1.0",-0.185,A3SS
2200,ENSMUSG00000070643.11,Sox13,chr1,-,133388448,133388563,133388448,133388560,133388928,133388997,2200,"2,2,5","0,1,1","2,1,2","4,7,3",102,99,4.86E-06,0.003560505,"1.0,0.66,0.829","0.327,0.122,0.393",0.549,A3SS
2429,ENSMUSG00000032815.16,Fanca,chr8,-,123269289,123269462,123269289,123269362,123269859,123269965,2429,"31,39,30","5,6,1","15,23,35","0,0,1",199,99,2.87E-05,0.009739163,"0.755,0.764,0.937","1.0,1.0,0.946",-0.163,A3SS
2455,ENSMUSG00000026135.17,Zfp142,chr1,-,74579324,74579927,74579324,74579618,74585383,74585697,2455,"7,10,6","0,0,1","8,9,6","2,2,1",408,99,0.00010672,0.026534468,"1.0,1.0,0.593","0.493,0.522,0.593",0.328,A3SS
2601,ENSMUSG00000024070.15,Prkd3,chr17,-,78962526,78962579,78962526,78962576,78966174,78966451,2601,"17,24,12","0,0,0","17,34,27","4,6,3",102,99,5.72E-06,0.003560505,"1.0,1.0,1.0","0.805,0.846,0.897",0.151,A3SS
2659,ENSMUSG00000078902.3,Gm14443,chr2,-,175166254,175170460,175166254,175167159,175171594,175171655,2659,"4,3,1","2,3,1","52,11,155","0,2,0",3400,99,1.65E-06,0.003082064,"0.055,0.028,0.028","1.0,0.138,1.0",-0.676,A3SS
2800,ENSMUSG00000030682.4,Cdipt,chr7,+,126979257,126979403,126979304,126979403,126978914,126978996,2800,"2,1,0","2,3,2","1,6,4","0,4,0",146,99,0.000392032,0.04880798,"0.404,0.184,0.0","1.0,0.504,1.0",-0.639,A3SS
2931,ENSMUSG00000038147.13,Cd84,chr1,+,171884584,171884679,171884587,171884679,171873304,171873439,2931,"3,7,3","0,1,0","2,11,5","0,5,3",102,99,0.00014919,0.026534468,"1.0,0.872,1.0","1.0,0.681,0.618",0.191,A3SS
2938,ENSMUSG00000010057.8,Nprl2,chr9,+,107544150,107544287,107544176,107544287,107543506,107543615,2938,"79,86,72","1,1,3","84,68,57","6,8,6",125,99,0.000177533,0.030140194,"0.984,0.986,0.95","0.917,0.871,0.883",0.083,A3SS
3116,ENSMUSG00000045672.15,Col27a1,chr4,+,63328531,63328703,63328534,63328703,63327829,63327895,3116,"7,6,10","3,1,5","1,6,10","0,0,0",102,99,2.93E-06,0.003116153,"0.694,0.853,0.66","1.0,1.0,1.0",-0.264,A3SS
3197,ENSMUSG00000025858.12,Get4,chr5,+,139262869,139262951,139262872,139262951,139262480,139262559,3197,"71,75,73","3,7,7","107,111,75","1,2,2",102,99,0.000356832,0.046264564,"0.958,0.912,0.91","0.99,0.982,0.973",-0.055,A3SS
3791,ENSMUSG00000048490.13,Nrip1,chr16,-,76352471,76352549,76352471,76352546,76373769,76373827,3791,"3,0,0","0,3,2","1,1,3","0,0,0",102,99,1.25E-05,0.006682444,"1.0,0.0,0.0","1.0,1.0,1.0",-0.667,A3SS
3820,ENSMUSG00000031342.17,Gpm6b,chrX,+,166385390,166388988,166386951,166388988,166383934,166384000,3820,"718,748,795","109,011,581,133","100,912,711,036","11,071,267,747",1660,99,1.06E-07,0.000394073,"0.038,0.037,0.04","0.052,0.056,0.076",-0.023,A3SS
4128,ENSMUSG00000025575.14,Cant1,chr11,-,118417573,118417806,118417573,118417654,118418971,118419052,4128,"1,10,3","0,1,1","5,6,3","5,5,4",251,99,0.00012668,0.026534468,"1.0,0.798,0.542","0.283,0.321,0.228",0.503,A3SS
4188,ENSMUSG00000044037.15,Als2cl,chr9,+,110884014,110884146,110884017,110884146,110882713,110882823,4188,"3,5,6","1,0,0","11,3,3","4,4,0",102,99,0.000198288,0.032200257,"0.744,1.0,1.0","0.727,0.421,1.0",0.199,A3SS
4555,ENSMUSG00000032946.16,Rasgrp2,chr19,+,6401715,6401863,6401720,6401863,6399455,6399517,4555,"4,1,1","0,1,1","0,3,0","2,3,3",104,99,2.81E-05,0.009739163,"1.0,0.488,0.488","0.0,0.488,0.0",0.496,A3SS
4953,ENSMUSG00000035864.14,Syt1,chr10,-,108636550,108636673,108636550,108636664,108642213,108642398,4953,"158,614,231,714","129,614,091,171","136,113,191,086","146,517,291,200",108,99,0.000270575,0.038869151,"0.529,0.481,0.573","0.46,0.412,0.453",0.086,A3SS
5150,ENSMUSG00000000838.17,Fmr1,chrX,+,68712230,68712413,68712305,68712413,68708041,68708128,5150,"5,3,3","8,8,9","0,0,1","3,8,6",174,99,8.63E-05,0.026534468,"0.262,0.176,0.159","0.0,0.0,0.087",0.17,A3SS
5271,ENSMUSG00000018411.17,Mapt,chr11,+,104298497,104299256,104298545,104299256,104294858,104294924,5271,"8,10,10","0,1,0","3,10,13","5,1,2",147,99,0.000134583,0.026534468,"1.0,0.871,1.0","0.288,0.871,0.814",0.299,A3SS
79,ENSMUSG00000079109.11,Pms2,chr5,+,143925220,143926073,143925220,143925501,143928098,143928266,79,"41,42,54","5,6,10","35,32,46","0,3,0",671,99,0.000162954,0.025933911,"0.547,0.508,0.443","1.0,0.611,1.0",-0.371,A5SS
90,ENSMUSG00000020758.15,Itgb4,chr11,+,115997949,115998154,115997949,115998145,115999797,115999955,90,"16,24,11","0,1,0","36,38,27","4,5,4",108,99,0.000155237,0.025933911,"1.0,0.957,1.0","0.892,0.874,0.861",0.11,A5SS
238,ENSMUSG00000022864.13,D16Ertd472e,chr16,-,78576190,78576657,78576390,78576657,78575920,78576054,238,"10,11,12","1,0,0","9,19,6","0,6,4",299,99,5.00E-05,0.015349114,"0.768,1.0,1.0","1.0,0.512,0.332",0.308,A5SS
564,ENSMUSG00000001248.15,Gramd1a,chr7,-,31135525,31135739,31135707,31135739,31134413,31134517,564,"82,75,88","0,0,0","92,115,87","3,5,3",281,99,0.000101392,0.025933911,"1.0,1.0,1.0","0.915,0.89,0.911",0.095,A5SS
771,ENSMUSG00000115149.1,AC112142.1,chr14,+,105592691,105593299,105592691,105592972,105593580,105593907,771,"0,0,3","1,1,1","2,4,6","0,0,0",426,99,1.50E-05,0.008084359,"0.0,0.0,0.411","1.0,1.0,1.0",-0.863,A5SS
993,ENSMUSG00000011096.17,Akt1s1,chr7,+,44850006,44850296,44850006,44850276,44852570,44852959,993,"0,1,0","11,5,6","3,3,5","2,9,2",119,99,2.18E-06,0.002340262,"0.0,0.143,0.0","0.555,0.217,0.675",-0.435,A5SS
1379,ENSMUSG00000036073.17,Galt,chr4,+,41756512,41756811,41756512,41756561,41756938,41756995,1379,"11,12,13","69,74,56","22,19,53","70,73,46",349,99,0.000175893,0.025933911,"0.043,0.044,0.062","0.082,0.069,0.246",-0.083,A5SS
1531,ENSMUSG00000061461.11,Smim20,chr5,+,53268022,53268331,53268022,53268070,53277142,53277199,1531,"8,4,2","0,0,1","0,2,1","2,1,0",360,99,0.000115206,0.025933911,"1.0,1.0,0.355","0.0,0.355,1.0",0.333,A5SS
1978,ENSMUSG00000029823.16,Luc7l2,chr6,+,38554979,38557380,38554979,38555063,38557851,38557918,1978,"2,10,4","2,0,1","6,4,14","0,0,0",2416,99,2.43E-05,0.008722048,"0.039,1.0,0.141","1.0,1.0,1.0",-0.607,A5SS
2092,ENSMUSG00000090626.9,Tex9,chr9,-,72479923,72480775,72480596,72480775,72478339,72478422,2092,"9,12,8","2,4,1","3,1,6","5,7,6",772,99,0.000158002,0.025933911,"0.366,0.278,0.506","0.071,0.018,0.114",0.316,A5SS
2409,ENSMUSG00000025575.14,Cant1,chr11,-,118418929,118419052,118418971,118419052,118417573,118417654,2409,"15,7,11","0,1,1","14,18,18","5,5,4",141,99,0.000131692,0.025933911,"1.0,0.831,0.885","0.663,0.717,0.76",0.192,A5SS
2513,ENSMUSG00000064329.13,Scn1a,chr2,-,66324570,66324951,66324603,66324951,66323311,66323444,2513,"54,92,60","275,344,324","93,114,85","292,315,228",132,99,0.000247094,0.033203279,"0.128,0.167,0.122","0.193,0.213,0.219",-0.069,A5SS
2518,ENSMUSG00000055541.17,Lair1,chr7,-,4055796,4055953,4055917,4055953,4010729,4010846,2518,"5,3,4","0,0,1","1,4,8","2,1,4",220,99,1.34E-05,0.008084359,"1.0,1.0,0.643","0.184,0.643,0.474",0.447,A5SS
2528,ENSMUSG00000041617.10,Ccdc74a,chr16,+,17648066,17648329,17648066,17648126,17649994,17650074,2528,"20,16,11","0,1,0","7,21,11","1,8,5",302,99,2.42E-07,0.000519432,"1.0,0.84,1.0","0.696,0.463,0.419",0.421,A5SS
2694,ENSMUSG00000028601.18,Echdc2,chr4,+,108169860,108170226,108169860,108169948,108172088,108172175,2694,"26,34,33","4,7,7","19,12,7","8,12,9",377,99,0.000180934,0.025933911,"0.631,0.561,0.553","0.384,0.208,0.17",0.328,A5SS
3047,ENSMUSG00000059412.7,Fxyd2,chr9,+,45408299,45409549,45408299,45408374,45409702,45409733,3047,"6,14,15","0,1,0","6,9,13","2,2,1",1274,99,2.31E-05,0.008722048,"1.0,0.521,1.0","0.189,0.259,0.503",0.523,A5SS
